Affenpinscher ,1
Australian Silky Terrier ,1
Bichon Frise,1
Cavalier King Charles Spaniel ,1
Chihuahua (Long Coat),1
Chihuahua (Smooth Coat),1
Chinese Crested Dog ,1
English Toy Terrier (Black & Tan),1
Griffon Bruxellois,1
Havanese,1
Italian Greyhound,1
Japanese Chin ,1
King Charles Spaniel,1
Lowchen (Little Lion Dog) ,1
Maltese,1
Miniature Pinscher,1
Papillon ,1
Pekingese,1
Pomeranian,1
Pug,1
Russian Toy (Russkiy Toy) ,1
Tibetan Spaniel,1
Yorkshire Terrier,1
